Year Month,VEDA Measure,VEDA Measure PY,VEDA Measure Sentiment,VEDA Measure FormatString,VEDA Measure Category,VEDA Measure Name
2021-10-31 00:00:00,0.007171671896010758,0.008072174738841406,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-10-31 00:00:00,0.16666666666666666,1,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Hired Pre-Id %
2021-10-31 00:00:00,0.4336,0.1875,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-10-31 00:00:00,,0.1875,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup % (W2)
2021-10-31 00:00:00,0.0256,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % Delta
2021-10-31 00:00:00,0.14285714285714285,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % of Total
2021-10-31 00:00:00,0.14285714285714285,0.25,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Submitted Pre-Id %
2021-10-31 00:00:00,0.36283185840707965,0.4186046511627907,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-10-31 00:00:00,,0.007751937984496124,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-10-31 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-10-31 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-10-31 00:00:00,113,129,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-10-31 00:00:00,79,70,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-10-31 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-10-31 00:00:00,591,571,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-10-31 00:00:00,117,131,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-10-31 00:00:00,462,463,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-10-31 00:00:00,51,47,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-10-31 00:00:00,7,4,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-10-31 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-10-31 00:00:00,129,131,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-10-31 00:00:00,46,41,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-10-31 00:00:00,75,83,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-11-30 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-11-30 00:00:00,198,181,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-11-30 00:00:00,108,104,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-11-30 00:00:00,108,104,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-11-30 00:00:00,7,6,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-11-30 00:00:00,22897193,20828260,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-11-30 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-11-30 00:00:00,2401,2231,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-11-30 00:00:00,283,254,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-11-30 00:00:00,2,6,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-11-30 00:00:00,14,7,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-11-30 00:00:00,14,7,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-11-30 00:00:00,198,181,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-11-30 00:00:00,13,20,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-11-30 00:00:00,435,420,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-11-30 00:00:00,0.6666666666666666,0.6388888888888888,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-11-30 00:00:00,0.14285714285714285,0.8571428571428571,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-11-30 00:00:00,0.1269658521303258,0.21626397685510984,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-11-30 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-11-30 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-11-30 00:00:00,0.35772357723577236,0.36283185840707965,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-11-30 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-11-30 00:00:00,262.0454,70.5946,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-11-30 00:00:00,1084,1001,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-11-30 00:00:00,,1,LOW IS GOOD,"#,0",Cost Containment,Candidates Over Request Rate
2021-11-30 00:00:00,,1,LOW IS GOOD,"#,0",Sourcing Measures,Candidates Submitted Pre-Id
2021-11-30 00:00:00,26.9405,13.2403,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-11-30 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-11-30 00:00:00,120.4333,320.9975,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-11-30 00:00:00,650,700,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-11-30 00:00:00,82,121.5,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-11-30 00:00:00,650,700,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-11-30 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-11-30 00:00:00,39,36,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-11-30 00:00:00,629,560,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-11-30 00:00:00,17,16,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-11-30 00:00:00,,1,LOW IS GOOD,0,Sourcing Measures,Candidates Hired Pre-Id
2021-11-30 00:00:00,44,41,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-11-30 00:00:00,3,,LOW IS GOOD,0,Quality Measures,No Show Count
2021-11-30 00:00:00,3.422,4.0425,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-11-30 00:00:00,17.1153,17.2456,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-11-30 00:00:00,13.5689,5.8324,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-11-30 00:00:00,0.0004,0.0006,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-11-30 00:00:00,0.0005,0.0007,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-11-30 00:00:00,17.1156,17.246,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-11-30 00:00:00,13.5694,5.833,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-11-30 00:00:00,26.3952,12.7668,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
2021-11-30 00:00:00,32.3539,9.6547,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-11-30 00:00:00,26.9405,13.2403,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-11-30 00:00:00,32.3766,10.265,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-11-30 00:00:00,0.9767,1.7035,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-11-30 00:00:00,0.3616,0.8907,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-11-30 00:00:00,48.1652,39.2405,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-11-30 00:00:00,51.8555,29.9345,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-11-30 00:00:00,0.8716,0.0402,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-11-30 00:00:00,3.7625,0.8583,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-11-30 00:00:00,11.046,20.458,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-11-30 00:00:00,9.9569,16.7136,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-11-30 00:00:00,3.7622,0.858,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-11-30 00:00:00,0.871,0.0396,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-11-30 00:00:00,20.3766,5.8419,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-11-30 00:00:00,22.8139,17.695,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-11-30 00:00:00,48.7105,39.7141,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-11-30 00:00:00,51.8782,30.5448,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-11-30 00:00:00,0.3102,0.3196,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-11-30 00:00:00,0.45147855060391506,0.448677722994173,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-11-30 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-11-30 00:00:00,0.01624323198667222,0.016136261766024205,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-11-30 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-11-30 00:00:00,0.2619741774260725,0.2510085163603765,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-11-30 00:00:00,0.007080383173677634,0.007171671896010758,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-11-30 00:00:00,,0.16666666666666666,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Hired Pre-Id %
2021-11-30 00:00:00,0.15,0.4336,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-11-30 00:00:00,,0.0256,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % Delta
2021-11-30 00:00:00,,0.14285714285714285,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % of Total
2021-11-30 00:00:00,,0.14285714285714285,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Submitted Pre-Id %
2021-11-30 00:00:00,0.35772357723577236,0.36283185840707965,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-11-30 00:00:00,0.024390243902439025,,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-11-30 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-11-30 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-11-30 00:00:00,123,113,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-11-30 00:00:00,81,79,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-11-30 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-11-30 00:00:00,618,591,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-11-30 00:00:00,140,117,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-11-30 00:00:00,489,462,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-11-30 00:00:00,52,51,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-11-30 00:00:00,8,7,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-11-30 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-11-30 00:00:00,132,129,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-11-30 00:00:00,51,46,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-11-30 00:00:00,76,75,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-12-31 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-12-31 00:00:00,136,198,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-12-31 00:00:00,96,108,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-12-31 00:00:00,96,108,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-12-31 00:00:00,4,7,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-12-31 00:00:00,53228539,22897193,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-12-31 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-12-31 00:00:00,2459,2401,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-12-31 00:00:00,181,283,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-12-31 00:00:00,3,2,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-12-31 00:00:00,4,14,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-12-31 00:00:00,4,14,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-12-31 00:00:00,135,198,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-12-31 00:00:00,12,13,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-12-31 00:00:00,294,435,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-12-31 00:00:00,0.19444444444444442,0.6666666666666666,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-12-31 00:00:00,0.75,0.14285714285714285,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-12-31 00:00:00,0.07759661835748792,0.1269658521303258,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-12-31 00:00:00,0.8333333333333334,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-12-31 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-12-31 00:00:00,0.22282608695652173,0.35772357723577236,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-12-31 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-12-31 00:00:00,313.456,262.0454,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-12-31 00:00:00,1119,1084,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-12-31 00:00:00,33.2517,26.9405,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-12-31 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-12-31 00:00:00,85.88,120.4333,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-12-31 00:00:00,,650,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-12-31 00:00:00,75,82,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-12-31 00:00:00,,650,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-12-31 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-12-31 00:00:00,41,39,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-12-31 00:00:00,656,629,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-12-31 00:00:00,19,17,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-12-31 00:00:00,1,,LOW IS GOOD,0,Cost Containment,Candidates Within 1% Below Request Rate
2021-12-31 00:00:00,41,44,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-12-31 00:00:00,1,3,LOW IS GOOD,0,Quality Measures,No Show Count
2021-12-31 00:00:00,3.835,3.422,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-12-31 00:00:00,7.8479,17.1153,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-12-31 00:00:00,8.7285,13.5689,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-12-31 00:00:00,0.0004,0.0004,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-12-31 00:00:00,0.0004,0.0005,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-12-31 00:00:00,7.8482,17.1156,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-12-31 00:00:00,8.7289,13.5694,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-12-31 00:00:00,30.4775,26.3952,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
2021-12-31 00:00:00,22.2137,32.3539,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-12-31 00:00:00,33.2517,26.9405,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-12-31 00:00:00,21.6178,32.3766,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-12-31 00:00:00,0.8545,0.9767,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-12-31 00:00:00,0.8702,0.3616,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-12-31 00:00:00,39.3336,48.1652,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-12-31 00:00:00,32.9405,51.8555,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-12-31 00:00:00,0.1629,0.8716,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-12-31 00:00:00,0.1472,3.7625,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-12-31 00:00:00,6.1982,11.046,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-12-31 00:00:00,7.3107,9.9569,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-12-31 00:00:00,0.1468,3.7622,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-12-31 00:00:00,0.1625,0.871,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-12-31 00:00:00,8.7759,20.3766,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-12-31 00:00:00,8.0017,22.8139,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-12-31 00:00:00,42.1078,48.7105,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-12-31 00:00:00,32.3445,51.8782,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-12-31 00:00:00,0.3035,0.3102,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-12-31 00:00:00,0.45506303375355833,0.45147855060391506,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-12-31 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-12-31 00:00:00,0.01667344448962993,0.01624323198667222,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-12-31 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-12-31 00:00:00,0.26677511183407887,0.2619741774260725,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-12-31 00:00:00,0.0077267181781211875,0.007080383173677634,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-12-31 00:00:00,,0.15,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-12-31 00:00:00,0.25,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Within 1% Below Request Rate % of Total
2021-12-31 00:00:00,0.22282608695652173,0.35772357723577236,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-12-31 00:00:00,0.005434782608695652,0.024390243902439025,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-12-31 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-12-31 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-12-31 00:00:00,184,123,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-12-31 00:00:00,62,81,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-12-31 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-12-31 00:00:00,620,618,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-12-31 00:00:00,100,140,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-12-31 00:00:00,508,489,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-12-31 00:00:00,43,52,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-12-31 00:00:00,3,8,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-12-31 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-12-31 00:00:00,131,132,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-12-31 00:00:00,45,51,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-12-31 00:00:00,82,76,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2022-01-31 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2022-01-31 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2022-01-31 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2022-01-31 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2022-01-31 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2022-01-31 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2022-01-31 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2022-02-28 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2022-02-28 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2022-02-28 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2022-02-28 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2022-02-28 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
